Country Name,Country Code,Series Name,Series Code,2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
Afghanistan,AFG,Time required to start a business (days),IC.REG.DURS,9,9,9,9,9,7,7,7,7,5,7
Albania,ALB,Time required to start a business (days),IC.REG.DURS,39,40,38,36,9,6,6,5.5,4.5,4.5,4.5
Algeria,DZA,Time required to start a business (days),IC.REG.DURS,24,24,24,24,24,24,24,24,24,24,22
Angola,AGO,Time required to start a business (days),IC.REG.DURS,83,83,83,83,68,68,66,66,66,66,66
Antigua and Barbuda,ATG,Time required to start a business (days),IC.REG.DURS,47.77269403,25,21,21,21,21,21,21,21,21,21
Arab World,ARB,Time required to start a business (days),IC.REG.DURS,41.875,39.5,38.27777778,31.7,20.2,19.65,19.675,19.125,20.73809524,19.47619048,18.66666667
Argentina,ARG,Time required to start a business (days),IC.REG.DURS,30,30,30,30,30.5,25.5,25,25,25,25,25
Armenia,ARM,Time required to start a business (days),IC.REG.DURS,18,18,17,17,17,14,14,8,8,4,3
Australia,AUS,Time required to start a business (days),IC.REG.DURS,3,3,3,3,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Austria,AUT,Time required to start a business (days),IC.REG.DURS,25,25,25,25,25,25,25,25,25,25,22
Azerbaijan,AZE,Time required to start a business (days),IC.REG.DURS,121,113,51,36,10,10,8,8,8,7,5
Bangladesh,BGD,Time required to start a business (days),IC.REG.DURS,51.5,51.5,43.5,67.5,66.5,43.5,26.5,26.5,26.5,21.8,19.5
Belarus,BLR,Time required to start a business (days),IC.REG.DURS,79,79,69,48,31,10,10,10,10,9,9
Belgium,BEL,Time required to start a business (days),IC.REG.DURS,34,34,27,4,4,4,4,4,4,4,4
Belize,BLZ,Time required to start a business (days),IC.REG.DURS,47.77269403,57,44,43,43,43,43,43,43,43,43
Benin,BEN,Time required to start a business (days),IC.REG.DURS,34,34,34,34,34,34,34,32,29,18,12
Bhutan,BTN,Time required to start a business (days),IC.REG.DURS,62,62,62,48,46,46,46,36,36,32,17
Bolivia,BOL,Time required to start a business (days),IC.REG.DURS,60,50,50,50,50,50,49,49,49,49,49
Bosnia and Herzegovina,BIH,Time required to start a business (days),IC.REG.DURS,63,63,63,63,69,69,64,40,37,37,37
Botswana,BWA,Time required to start a business (days),IC.REG.DURS,125,125,105,105,74,59,59,59,59,60,60
Brazil,BRA,Time required to start a business (days),IC.REG.DURS,156,156,151,152,147,122,122,122,122,86.6,83.6
Bulgaria,BGR,Time required to start a business (days),IC.REG.DURS,32,32,32,32,49,18,18,18,18,18,18
Burkina Faso,BFA,Time required to start a business (days),IC.REG.DURS,40,40,34,18,16,14,14,13,13,13,13
Burundi,BDI,Time required to start a business (days),IC.REG.DURS,13,13,13,13,13,13,13,13,7,5,5
Cabo Verde,CPV,Time required to start a business (days),IC.REG.DURS,47.77269403,60,52,52,52,24,11,11,11,10,10
Cambodia,KHM,Time required to start a business (days),IC.REG.DURS,94,87,86,86,102,102,102,102,102,101,101
Cameroon,CMR,Time required to start a business (days),IC.REG.DURS,45,45,45,38,38,35,19,15,15,15,15
Canada,CAN,Time required to start a business (days),IC.REG.DURS,3,3,3,3,5,5,5,5,5,5,5
Central African Republic,CAF,Time required to start a business (days),IC.REG.DURS,22,22,22,22,23,24,24,22,22,22,22
Chad,TCD,Time required to start a business (days),IC.REG.DURS,62,62,62,62,62,62,62,53,60,60,60
Chile,CHL,Time required to start a business (days),IC.REG.DURS,42,42,40,40,40,40,34.5,7.5,5.5,5.5,5.5
China,CHN,Time required to start a business (days),IC.REG.DURS,48,48,35,35,41,38,38,38,33,34.4,31.4
Colombia,COL,Time required to start a business (days),IC.REG.DURS,40,40,41,40,34,18,10,10,11,11,11
Comoros,COM,Time required to start a business (days),IC.REG.DURS,47.77269403,30,30,30,22,22,22,22,20,15,15
"Congo, Dem. Rep.",COD,Time required to start a business (days),IC.REG.DURS,133,133,133,132,132,126,84,65,58,31,16
"Congo, Rep.",COG,Time required to start a business (days),IC.REG.DURS,37,37,37,38,161,161,161,161,161,101,53
Costa Rica,CRI,Time required to start a business (days),IC.REG.DURS,77,77,77,77,60,59.5,59.5,59.5,59.5,24,24
Cote d'Ivoire,CIV,Time required to start a business (days),IC.REG.DURS,58,45,45,42,40,40,40,32,32,8,7
Croatia,HRV,Time required to start a business (days),IC.REG.DURS,29,29,25,22.5,22.5,22.5,15.5,15,15,15,15
Czech Republic,CZE,Time required to start a business (days),IC.REG.DURS,40,40,24,17,20,20,20,19.5,19.5,19.5,19
Denmark,DNK,Time required to start a business (days),IC.REG.DURS,7,6,6,6,6,6,5.5,5.5,5.5,5.5,5.5
Djibouti,DJI,Time required to start a business (days),IC.REG.DURS,47.77269403,44,44,44,37,37,37,37,37,17,14
Dominica,DMA,Time required to start a business (days),IC.REG.DURS,47.77269403,14,14,14,13,13,13,12,12,12,12
Dominican Republic,DOM,Time required to start a business (days),IC.REG.DURS,79,76,81,30,20,21,20,19.5,19.5,19.5,19.5
East Asia & Pacific,EAS,Time required to start a business (days),IC.REG.DURS,47.03703704,47.22222222,46.21428571,43.85714286,42.05357143,39.41071429,36.375,32.78571429,33,34.14137931,30.26206897
East Asia & Pacific (excluding high income),EAP,Time required to start a business (days),IC.REG.DURS,57,56.55,52.1,49.75,48.2,45.9,42.55,39.05,39.19047619,40.78095238,35.42380952
Ecuador,ECU,Time required to start a business (days),IC.REG.DURS,92,69,65,65,65,64,56,55.5,55.5,55.5,55.5
"Egypt, Arab Rep.",EGY,Time required to start a business (days),IC.REG.DURS,38,22,19,10,8,8,8,8,8,8,8
El Salvador,SLV,Time required to start a business (days),IC.REG.DURS,115,40,35,19.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5
Equatorial Guinea,GNQ,Time required to start a business (days),IC.REG.DURS,47.77269403,177,154,155,155,155,155,133,154,135,135
Eritrea,ERI,Time required to start a business (days),IC.REG.DURS,76,76,76,83,84,84,84,84,84,84,84
Estonia,EST,Time required to start a business (days),IC.REG.DURS,72,35,35,6.5,6.5,6.5,6.5,6.5,6.5,6.5,4.5
Ethiopia,ETH,Time required to start a business (days),IC.REG.DURS,34,34,18,18,18,15,15,15,15,15,15
Euro area,EMU,Time required to start a business (days),IC.REG.DURS,40.25,28.875,25.08823529,21.52941176,16.66666667,15.83333333,14.41666667,14.05263158,13.39473684,12.60526316,10.60526316
Europe & Central Asia,ECS,Time required to start a business (days),IC.REG.DURS,36.79069767,31.36363636,26.43478261,22.54347826,18.78723404,16.75,15.64583333,14.21875,13.87755102,12.70204082,11.28979592
Europe & Central Asia (excluding high income),ECA,Time required to start a business (days),IC.REG.DURS,40.875,39.47058824,32.22222222,27.33333333,23,18.42105263,17.31578947,15.47368421,14.42105263,12.55263158,11.55263158
European Union,EUU,Time required to start a business (days),IC.REG.DURS,36.68,27.68,23.84615385,20.23076923,17.37037037,15.66666667,14.48148148,14.35714286,13.80357143,13.16071429,11.57142857
Fiji,FJI,Time required to start a business (days),IC.REG.DURS,31,44,44,44,44,44,44,44,58,59,59
Finland,FIN,Time required to start a business (days),IC.REG.DURS,14,14,14,14,14,14,14,14,14,14,14
France,FRA,Time required to start a business (days),IC.REG.DURS,7,7,7,7,6.5,6.5,6.5,6.5,6.5,6.5,4.5
Gabon,GAB,Time required to start a business (days),IC.REG.DURS,47.77269403,57,57,57,57,57,57,57,57,50,50
"Gambia, The",GMB,Time required to start a business (days),IC.REG.DURS,47.77269403,28,27,32,27,27,27,27,27,27,26
Georgia,GEO,Time required to start a business (days),IC.REG.DURS,25,21,16,11,3,3,3,2,2,2,2
Germany,DEU,Time required to start a business (days),IC.REG.DURS,45,22,22,18,17.5,17.5,14.5,14.5,14.5,14.5,14.5
Ghana,GHA,Time required to start a business (days),IC.REG.DURS,21,17,17,13,11,11,11,11,11,14,14
Greece,GRC,Time required to start a business (days),IC.REG.DURS,38,38,38,38,19,19,19,11,11,14,13
Grenada,GRD,Time required to start a business (days),IC.REG.DURS,47.77269403,20,20,19,19,19,14,14,14,15,15
Guatemala,GTM,Time required to start a business (days),IC.REG.DURS,39,39,27,34,34,37,37,37,40,19.5,18.5
Guinea,GIN,Time required to start a business (days),IC.REG.DURS,40,40,40,40,40,40,40,40,35,16,8
Guinea-Bissau,GNB,Time required to start a business (days),IC.REG.DURS,47.77269403,259,260,259,259,216,216,9,9,9,9
Guyana,GUY,Time required to start a business (days),IC.REG.DURS,42,42,42,37,38,27,23,19,19,19,19
Haiti,HTI,Time required to start a business (days),IC.REG.DURS,202,202,202,202,224,224,134,134,134,97,97
Heavily indebted poor countries (HIPC),HPC,Time required to start a business (days),IC.REG.DURS,55.23529412,58.51351351,55.81578947,50.05263158,49.42105263,46.89473684,42.5,31.98684211,30.23684211,24.63157895,21.32894737
High income,HIC,Time required to start a business (days),IC.REG.DURS,32.95652174,32.11764706,30.01886792,26.79464286,24.20175439,23.65789474,22.57894737,19.71186441,19.925,19.04666667,17.7
High income: nonOECD,NOC,Time required to start a business (days),IC.REG.DURS,37.06666667,44.85,44.23809524,38.625,36.02,35.5,34.1,29.87037037,30.42857143,28.8,27.56071429
High income: OECD,OEC,Time required to start a business (days),IC.REG.DURS,30.96774194,23.90322581,20.6875,17.921875,14.96875,14.40625,13.578125,11.140625,10.734375,10.5125,9.071875
Honduras,HND,Time required to start a business (days),IC.REG.DURS,61,69,57,20,20,14,14,14,14,14,14
"Hong Kong SAR, China",HKG,Time required to start a business (days),IC.REG.DURS,11,11,11,11,11,6,6,2.5,2.5,2.5,2.5
Hungary,HUN,Time required to start a business (days),IC.REG.DURS,52,38,38,16,5,4,4,4,5,5,5
Iceland,ISL,Time required to start a business (days),IC.REG.DURS,5,5,5,5,5,5,5,4.5,4.5,4.5,4
India,IND,Time required to start a business (days),IC.REG.DURS,81,70,34,32,29,29,27,27,25,26.1,28.4
Indonesia,IDN,Time required to start a business (days),IC.REG.DURS,151,151,97,105,77,62,49,48,48,75.5,52.5
"Iran, Islamic Rep.",IRN,Time required to start a business (days),IC.REG.DURS,28,27,27,27,27,8,10,10,15,15,12
Iraq,IRQ,Time required to start a business (days),IC.REG.DURS,32,32,31,32,32,32,32,32,29,29,29
Ireland,IRL,Time required to start a business (days),IC.REG.DURS,18,18,13,13,13,13,13,13,10,10,6
Israel,ISR,Time required to start a business (days),IC.REG.DURS,19,19,19,19,19,19,19,19,20,13,13
Italy,ITA,Time required to start a business (days),IC.REG.DURS,13,13,13,13,10,10,6,6,6,6,5
Jamaica,JAM,Time required to start a business (days),IC.REG.DURS,31,8,8,8,8,8,8,7,7,6,15
Japan,JPN,Time required to start a business (days),IC.REG.DURS,31,30,22,22,22,22,22,11,11,10.7,10.7
Jordan,JOR,Time required to start a business (days),IC.REG.DURS,26,16,16,13,13,12,12,12,12,12,12
Kazakhstan,KAZ,Time required to start a business (days),IC.REG.DURS,26,25,21,21,21,20,19,19,19,12,10
Kenya,KEN,Time required to start a business (days),IC.REG.DURS,47,54,54,44,31,31,31,33,32,32,30
Kiribati,KIR,Time required to start a business (days),IC.REG.DURS,31,31,31,31,31,31,31,31,31,31,31
"Korea, Rep.",KOR,Time required to start a business (days),IC.REG.DURS,17,17,17,17,17,14,14,7,4,4,4
Kuwait,KWT,Time required to start a business (days),IC.REG.DURS,35,35,35,35,35,35,35,32,32,32,31
Kyrgyz Republic,KGZ,Time required to start a business (days),IC.REG.DURS,21,21,21,21,15,11,10,10,10,8,8
Lao PDR,LAO,Time required to start a business (days),IC.REG.DURS,153,153,123,93,93,93,93,93,92,92,92
Latin America & Caribbean,LCN,Time required to start a business (days),IC.REG.DURS,69.04545455,75.4516129,70.67741935,64.921875,64,61.703125,57,52.98484848,53.10606061,34.22424242,29.31515152
Latin America & Caribbean (excluding high income),LAC,Time required to start a business (days),IC.REG.DURS,73.64705882,84.95652174,80.30434783,74.08695652,72.82608696,68.93478261,63,62.65217391,62.7826087,35.90869565,29.90869565
Latvia,LVA,Time required to start a business (days),IC.REG.DURS,16,16,16,16,15.5,15.5,15.5,15.5,15.5,12.5,12.5
Least developed countries: UN classification,LDC,Time required to start a business (days),IC.REG.DURS,65.51315789,69.1744186,64.78409091,60.44318182,55.03409091,52.76136364,47.94318182,37.45454545,36.33695652,32.3,28.86956522
Lebanon,LBN,Time required to start a business (days),IC.REG.DURS,46,46,46,46,11,9,9,9,9,9,9
Lesotho,LSO,Time required to start a business (days),IC.REG.DURS,138,103,73,73,39,39,39,39,29,29,29
Lithuania,LTU,Time required to start a business (days),IC.REG.DURS,26,26,26,26,26,26,22,22,19.5,6.5,3.5
Low & middle income,LMY,Time required to start a business (days),IC.REG.DURS,54.38990826,57.61382114,53.308,49.164,45.228,41.91269841,39.1547619,35.00793651,34.19767442,27.57751938,24.43023256
Low income,LIC,Time required to start a business (days),IC.REG.DURS,57.375,62.07407407,58.67857143,54.03571429,52.85714286,50.21428571,44.75,35.875,33.01724138,28.56896552,27.13793103
Lower middle income,LMC,Time required to start a business (days),IC.REG.DURS,57.21111111,54.01020408,49.96938776,45.71428571,41.26530612,38.44,35.62,31.16,30.7745098,27.80784314,23.14117647
"Macedonia, FYR",MKD,Time required to start a business (days),IC.REG.DURS,48,48,18,15,9,4,3,3,2,2,2
Madagascar,MDG,Time required to start a business (days),IC.REG.DURS,47,42,20,7,7,8,8,7,9,8,8
Malawi,MWI,Time required to start a business (days),IC.REG.DURS,37,37,37,37,37,36,36,36,37,40,38
Malaysia,MYS,Time required to start a business (days),IC.REG.DURS,37,37,37,31,20,18,17,5,6,6,5.5
Maldives,MDV,Time required to start a business (days),IC.REG.DURS,9,9,9,9,9,9,9,9,9,9,9
Mali,MLI,Time required to start a business (days),IC.REG.DURS,33,27,42,25,25,8,8,8,8,11,11
Marshall Islands,MHL,Time required to start a business (days),IC.REG.DURS,17,17,17,17,17,17,17,17,17,17,17
Mauritania,MRT,Time required to start a business (days),IC.REG.DURS,82,82,82,50,19,19,19,19,19,19,9
Mauritius,MUS,Time required to start a business (days),IC.REG.DURS,46,46,46,7,6,6,6,6,6,6,6
Mexico,MEX,Time required to start a business (days),IC.REG.DURS,30,30,8,7.5,9,8,6,6,6,6.3,6.3
"Micronesia, Fed. Sts.",FSM,Time required to start a business (days),IC.REG.DURS,16,16,16,16,16,16,16,16,16,16,16
Middle East & North Africa,MEA,Time required to start a business (days),IC.REG.DURS,37.375,35.76470588,34.47058824,29.63157895,19.57894737,18.10526316,18.23684211,18.75,20.76190476,19.35714286,18.64285714
Middle East & North Africa (excluding high income),MNA,Time required to start a business (days),IC.REG.DURS,37.81818182,36.08333333,35.75,34.75,21,19,19,18.91666667,22.46153846,20.69230769,20
Middle income,MIC,Time required to start a business (days),IC.REG.DURS,53.54705882,56.359375,51.75773196,47.75773196,43.0257732,39.54081633,37.55612245,34.76020408,34.54,27.29,23.645
Moldova,MDA,Time required to start a business (days),IC.REG.DURS,30,30,30,23,15,10,10,9,9,7,6
Mongolia,MNG,Time required to start a business (days),IC.REG.DURS,13,13,13,13,13,13,13,13,12,11,11
Morocco,MAR,Time required to start a business (days),IC.REG.DURS,12,12,12,12,12,12,12,12,12,11,11
Mozambique,MOZ,Time required to start a business (days),IC.REG.DURS,167,167,112,29,26,26,13,13,13,13,13
Namibia,NAM,Time required to start a business (days),IC.REG.DURS,85,95,95,99,66,66,66,66,66,66,66
Nepal,NPL,Time required to start a business (days),IC.REG.DURS,31,31,31,31,31,31,31,29,29,17,17
Netherlands,NLD,Time required to start a business (days),IC.REG.DURS,9,9,8,8,8,8,8,8,5,4,4
New Zealand,NZL,Time required to start a business (days),IC.REG.DURS,12,12,12,12,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Nicaragua,NIC,Time required to start a business (days),IC.REG.DURS,40,40,40,39,39,39,39,39,39,36,13
Niger,NER,Time required to start a business (days),IC.REG.DURS,35,35,31,23,19,17,17,17,17,17,15
Nigeria,NGA,Time required to start a business (days),IC.REG.DURS,36,35,35,27,25,25,25,28,28,30.8,30.8
North America,NAC,Time required to start a business (days),IC.REG.DURS,4.5,4.5,4.5,4.5,5,5,5,5,5,5.6,5.3
Norway,NOR,Time required to start a business (days),IC.REG.DURS,18,8,7,8,6,6,6,6,6,6,5
OECD members,OED,Time required to start a business (days),IC.REG.DURS,30.18181818,23.54545455,19.88235294,17.26470588,14.52941176,13.97058824,13.13235294,10.83823529,10.45588235,10.25588235,8.914705882
Oman,OMN,Time required to start a business (days),IC.REG.DURS,35,35,42,39,13,11,11,7,7,7,7
Pakistan,PAK,Time required to start a business (days),IC.REG.DURS,24,22,24,23,23,19,19,19,19,19,19
Palau,PLW,Time required to start a business (days),IC.REG.DURS,24,24,28,28,28,28,28,28,28,28,28
Panama,PAN,Time required to start a business (days),IC.REG.DURS,18,18,18,18,12,12,9,8,7,6,6
Papua New Guinea,PNG,Time required to start a business (days),IC.REG.DURS,52,52,52,52,52,52,52,52,52,53,53
Paraguay,PRY,Time required to start a business (days),IC.REG.DURS,72,72,72,34,35,35,35,35,35,35,35
Peru,PER,Time required to start a business (days),IC.REG.DURS,98,104,74,74,66.5,40.5,27,26,26,26,26
Philippines,PHL,Time required to start a business (days),IC.REG.DURS,49,47,47,47,41,42,37,36,36,36,34
Poland,POL,Time required to start a business (days),IC.REG.DURS,56,46,31,31,31,32,32,32,32,30,30
Portugal,PRT,Time required to start a business (days),IC.REG.DURS,78,48,6.5,5.5,4.5,4.5,4.5,3.5,3.5,2.5,2.5
Puerto Rico,PRI,Time required to start a business (days),IC.REG.DURS,7,7,7,7,7,7,7,6,6,6,6
Romania,ROU,Time required to start a business (days),IC.REG.DURS,28,11,11,9,9,9,9,13.5,9.5,8.5,8
Russian Federation,RUS,Time required to start a business (days),IC.REG.DURS,30,29,29,29,29,29,29,29,18,12.9,11.2
Rwanda,RWA,Time required to start a business (days),IC.REG.DURS,18,18,16,16,14,7,7,7,8,7,6.5
Samoa,WSM,Time required to start a business (days),IC.REG.DURS,42,35,35,35,35,9,9,9,9,9,9
Sao Tome and Principe,STP,Time required to start a business (days),IC.REG.DURS,144,144,144,144,144,144,144,10,5,5,4
Saudi Arabia,SAU,Time required to start a business (days),IC.REG.DURS,74,67,42,19,19,20,20,20,20,20.5,20.5
Senegal,SEN,Time required to start a business (days),IC.REG.DURS,57,57,57,58,9,9,9,6,6,6,6
Serbia,SRB,Time required to start a business (days),IC.REG.DURS,56,23,23,23,23,13,13,13,12,12,12
Seychelles,SYC,Time required to start a business (days),IC.REG.DURS,47.77269403,39,39,39,39,39,39,39,39,38,38
Sierra Leone,SLE,Time required to start a business (days),IC.REG.DURS,26,26,26,26,17,12,12,12,12,12,12
Singapore,SGP,Time required to start a business (days),IC.REG.DURS,8,6,6,5,3.5,2.5,2.5,2.5,2.5,2.5,2.5
Slovak Republic,SVK,Time required to start a business (days),IC.REG.DURS,52,27,27,27,17.5,17.5,17.5,17.5,13.5,18.5,11.5
Slovenia,SVN,Time required to start a business (days),IC.REG.DURS,60,60,60,60,19,6,6,6,6,6,6
Solomon Islands,SLB,Time required to start a business (days),IC.REG.DURS,55,55,55,55,55,55,55,41,7,9,9
South Africa,ZAF,Time required to start a business (days),IC.REG.DURS,36,33,33,31,22,22,22,19,19,19,19
South Asia,SAS,Time required to start a business (days),IC.REG.DURS,39.1875,37.5625,32.3125,32.6875,32.1875,28.5625,25.4375,23.5625,20.3125,17.6125,15.9875
Spain,ESP,Time required to start a business (days),IC.REG.DURS,137,70,60,60,61,61,52,29,29,23,13
Sri Lanka,LKA,Time required to start a business (days),IC.REG.DURS,46,46,46,42,44,44,38,35,11,11,11
St. Kitts and Nevis,KNA,Time required to start a business (days),IC.REG.DURS,47.77269403,19,19,19,19,19,19,19,19,18.5,18.5
St. Lucia,LCA,Time required to start a business (days),IC.REG.DURS,47.77269403,22,20,20,20,14,14,15,15,15,15
St. Vincent and the Grenadines,VCT,Time required to start a business (days),IC.REG.DURS,47.77269403,12,12,12,12,11,10,10,10,10,10
Sub-Saharan Africa,SSF,Time required to start a business (days),IC.REG.DURS,58.18918919,62.51111111,58.69565217,53.69565217,49.67391304,47.06521739,44.93478261,35.90217391,34.23404255,29.78297872,27.34680851
Sub-Saharan Africa (excluding high income),SSA,Time required to start a business (days),IC.REG.DURS,58.18918919,60.39534884,56.97727273,51.72727273,47.52272727,44.79545455,42.56818182,33.625,31.46666667,27.26222222,24.71777778
Sudan,SDN,Time required to start a business (days),IC.REG.DURS,37,37,37,37,37,35,35,35,35,36,36
Suriname,SUR,Time required to start a business (days),IC.REG.DURS,47.77269403,697,689,689,690,690,690,690,690,204,84
Swaziland,SWZ,Time required to start a business (days),IC.REG.DURS,47.77269403,60,60,60,60,60,56,56,56,38,30
Sweden,SWE,Time required to start a business (days),IC.REG.DURS,16,16,16,16,16,16,16,16,16,16,16
Switzerland,CHE,Time required to start a business (days),IC.REG.DURS,18,18,18,18,18,18,18,18,18,18,10
Syrian Arab Republic,SYR,Time required to start a business (days),IC.REG.DURS,43,43,43,43,16,15,13,13,13,13,13
Tajikistan,TJK,Time required to start a business (days),IC.REG.DURS,47.77269403,79,79,66,66,42,27,24,24,33,39
Tanzania,TZA,Time required to start a business (days),IC.REG.DURS,34,34,31,30,29,29,29,29,26,26,26
Thailand,THA,Time required to start a business (days),IC.REG.DURS,33,33,33,33,33,32,32,29,29,27.5,27.5
Timor-Leste,TLS,Time required to start a business (days),IC.REG.DURS,167,167,167,158,157,157,110,94,94,94,10
Togo,TGO,Time required to start a business (days),IC.REG.DURS,63,63,62,60,60,84,84,84,38,19,10
Tonga,TON,Time required to start a business (days),IC.REG.DURS,32,32,32,32,25,25,25,16,16,16,16
Trinidad and Tobago,TTO,Time required to start a business (days),IC.REG.DURS,47.77269403,74,41,41,41,41,40,40,40,35.5,11.5
Tunisia,TUN,Time required to start a business (days),IC.REG.DURS,11,11,11,11,11,11,11,11,11,11,11
Turkey,TUR,Time required to start a business (days),IC.REG.DURS,6,6,6,6,6,6,6,6,6,6,6.5
Uganda,UGA,Time required to start a business (days),IC.REG.DURS,34,34,28,28,25,25,24,33,33,32,32
Ukraine,UKR,Time required to start a business (days),IC.REG.DURS,34,34,33,27,27,27,27,24,22,21,21
United Arab Emirates,ARE,Time required to start a business (days),IC.REG.DURS,19,19,19,18,18,15,15,13,8,8,8
United Kingdom,GBR,Time required to start a business (days),IC.REG.DURS,13,12,10.5,10.5,10.5,10.5,11.5,11.5,11.5,11.5,6
United States,USA,Time required to start a business (days),IC.REG.DURS,6,6,6,6,5,5,5,5,5,6.2,5.6
Upper middle income,UMC,Time required to start a business (days),IC.REG.DURS,49.425,58.80851064,53.58333333,49.84375,44.82291667,40.6875,39.57291667,38.51041667,38.45918367,26.75102041,24.16938776
Uruguay,URY,Time required to start a business (days),IC.REG.DURS,45,45,43,43,43,64,64,6.5,6.5,6.5,6.5
Uzbekistan,UZB,Time required to start a business (days),IC.REG.DURS,28,28,28,14,14,14,14,13,11,7.5,7.5
Vanuatu,VUT,Time required to start a business (days),IC.REG.DURS,47,47,47,47,47,47,47,33,33,35,35
"Venezuela, RB",VEN,Time required to start a business (days),IC.REG.DURS,143,143,143,142,141,141,141,141,144,144,144
Vietnam,VNM,Time required to start a business (days),IC.REG.DURS,48,42,47,37,37,37,36,36,32,34,34
West Bank and Gaza,PSE,Time required to start a business (days),IC.REG.DURS,93,93,93,92,48,48,48,47,47,45,44
World,WLD,Time required to start a business (days),IC.REG.DURS,48.02903226,50.1408046,46.37359551,42.24309392,38.64285714,36.22677596,33.99180328,30.12972973,29.66666667,24.86931217,22.29365079
"Yemen, Rep.",YEM,Time required to start a business (days),IC.REG.DURS,63,63,63,63,13,12,12,12,40,40,40
